[17-Oct-2014 23:11:45 America/New_York] PHP Parse error:  syntax error, unexpected 'f4b7f82db3e9bd1' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[29-Oct-2014 23:39:31 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 07:57:04 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[30-Oct-2014 07:57:04 America/New_York] PHP Stack trace:
[30-Oct-2014 07:57:04 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[30-Oct-2014 07:57:04 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[30-Oct-2014 07:57:04 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[30-Oct-2014 07:57:04 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[30-Oct-2014 07:57:04 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[30-Oct-2014 07:57:04 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[30-Oct-2014 07:57:04 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[30-Oct-2014 07:57:04 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[30-Oct-2014 07:57:04 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[30-Oct-2014 07:57:04 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[30-Oct-2014 07:57:04 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[30-Oct-2014 07:57:04 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[30-Oct-2014 07:57:04 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[30-Oct-2014 07:57:04 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[30-Oct-2014 07:57:04 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[30-Oct-2014 07:57:04 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[30-Oct-2014 07:57:04 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[30-Oct-2014 07:57:04 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[30-Oct-2014 07:57:04 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 07:57:04 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 07:57:21 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[30-Oct-2014 07:57:21 America/New_York] PHP Stack trace:
[30-Oct-2014 07:57:21 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[30-Oct-2014 07:57:21 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[30-Oct-2014 07:57:21 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[30-Oct-2014 07:57:21 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[30-Oct-2014 07:57:21 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[30-Oct-2014 07:57:21 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[30-Oct-2014 07:57:21 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[30-Oct-2014 07:57:21 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[30-Oct-2014 07:57:21 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[30-Oct-2014 07:57:21 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[30-Oct-2014 07:57:21 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[30-Oct-2014 07:57:21 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[30-Oct-2014 07:57:21 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[30-Oct-2014 07:57:21 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[30-Oct-2014 07:57:21 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[30-Oct-2014 07:57:21 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[30-Oct-2014 07:57:21 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[30-Oct-2014 07:57:21 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[30-Oct-2014 07:57:21 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 07:57:21 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 07:57:22 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[30-Oct-2014 07:57:22 America/New_York] PHP Stack trace:
[30-Oct-2014 07:57:22 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[30-Oct-2014 07:57:22 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[30-Oct-2014 07:57:22 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[30-Oct-2014 07:57:22 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[30-Oct-2014 07:57:22 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[30-Oct-2014 07:57:22 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[30-Oct-2014 07:57:22 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[30-Oct-2014 07:57:22 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[30-Oct-2014 07:57:22 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[30-Oct-2014 07:57:22 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[30-Oct-2014 07:57:22 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[30-Oct-2014 07:57:22 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[30-Oct-2014 07:57:22 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[30-Oct-2014 07:57:22 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[30-Oct-2014 07:57:22 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[30-Oct-2014 07:57:22 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[30-Oct-2014 07:57:22 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[30-Oct-2014 07:57:22 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[30-Oct-2014 07:57:22 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 07:57:22 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 07:57:22 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[30-Oct-2014 07:57:22 America/New_York] PHP Stack trace:
[30-Oct-2014 07:57:22 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[30-Oct-2014 07:57:22 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[30-Oct-2014 07:57:22 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[30-Oct-2014 07:57:22 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[30-Oct-2014 07:57:22 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[30-Oct-2014 07:57:22 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[30-Oct-2014 07:57:22 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[30-Oct-2014 07:57:22 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[30-Oct-2014 07:57:22 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[30-Oct-2014 07:57:22 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[30-Oct-2014 07:57:22 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[30-Oct-2014 07:57:22 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[30-Oct-2014 07:57:22 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[30-Oct-2014 07:57:22 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[30-Oct-2014 07:57:22 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[30-Oct-2014 07:57:22 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[30-Oct-2014 07:57:22 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[30-Oct-2014 07:57:22 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[30-Oct-2014 07:57:22 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 07:57:22 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 10:26:48 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[30-Oct-2014 10:26:48 America/New_York] PHP Stack trace:
[30-Oct-2014 10:26:48 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[30-Oct-2014 10:26:48 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[30-Oct-2014 10:26:48 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[30-Oct-2014 10:26:48 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[30-Oct-2014 10:26:48 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[30-Oct-2014 10:26:48 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[30-Oct-2014 10:26:48 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[30-Oct-2014 10:26:48 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[30-Oct-2014 10:26:48 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 10:26:48 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 14:11:51 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[30-Oct-2014 14:11:51 America/New_York] PHP Stack trace:
[30-Oct-2014 14:11:51 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[30-Oct-2014 14:11:51 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[30-Oct-2014 14:11:51 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[30-Oct-2014 14:11:51 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[30-Oct-2014 14:11:51 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[30-Oct-2014 14:11:51 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[30-Oct-2014 14:11:51 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[30-Oct-2014 14:11:51 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[30-Oct-2014 14:11:51 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[30-Oct-2014 14:11:51 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[30-Oct-2014 14:11:51 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[30-Oct-2014 14:11:51 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[30-Oct-2014 14:11:51 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[30-Oct-2014 14:11:51 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[30-Oct-2014 14:11:51 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[30-Oct-2014 14:11:51 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[30-Oct-2014 14:11:51 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[30-Oct-2014 14:11:51 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[31-Oct-2014 03:44:52 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[31-Oct-2014 03:44:52 America/New_York] PHP Stack trace:
[31-Oct-2014 03:44:52 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[31-Oct-2014 03:44:52 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[31-Oct-2014 03:44:52 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[31-Oct-2014 03:44:52 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[31-Oct-2014 03:44:52 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[31-Oct-2014 03:44:52 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[31-Oct-2014 03:44:52 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[31-Oct-2014 03:44:52 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[31-Oct-2014 03:44:52 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[31-Oct-2014 03:44:52 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[31-Oct-2014 03:44:52 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[31-Oct-2014 03:44:52 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[31-Oct-2014 03:44:52 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[31-Oct-2014 03:44:52 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[31-Oct-2014 03:44:52 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[31-Oct-2014 03:44:52 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[31-Oct-2014 03:44:52 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[31-Oct-2014 03:44:52 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[31-Oct-2014 07:06:07 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[31-Oct-2014 07:06:07 America/New_York] PHP Stack trace:
[31-Oct-2014 07:06:07 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[31-Oct-2014 07:06:07 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[31-Oct-2014 07:06:07 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[31-Oct-2014 07:06:07 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[31-Oct-2014 07:06:07 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[31-Oct-2014 07:06:07 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[31-Oct-2014 07:06:07 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[31-Oct-2014 07:06:07 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[31-Oct-2014 07:06:07 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[31-Oct-2014 07:06:07 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[31-Oct-2014 07:06:07 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[31-Oct-2014 07:06:07 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[31-Oct-2014 07:06:07 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[31-Oct-2014 07:06:07 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[31-Oct-2014 07:06:07 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[31-Oct-2014 07:06:07 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[31-Oct-2014 07:06:07 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[31-Oct-2014 07:06:07 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[31-Oct-2014 22:31:52 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[31-Oct-2014 22:31:52 America/New_York] PHP Stack trace:
[31-Oct-2014 22:31:52 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[31-Oct-2014 22:31:52 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[31-Oct-2014 22:31:52 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[31-Oct-2014 22:31:52 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[31-Oct-2014 22:31:52 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[31-Oct-2014 22:31:52 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[31-Oct-2014 22:31:52 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[31-Oct-2014 22:31:52 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[31-Oct-2014 22:31:52 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[31-Oct-2014 22:31:52 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[31-Oct-2014 22:31:52 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[31-Oct-2014 22:31:52 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[31-Oct-2014 22:31:52 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[31-Oct-2014 22:31:52 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[31-Oct-2014 22:31:52 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[31-Oct-2014 22:31:52 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[31-Oct-2014 22:31:52 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[31-Oct-2014 22:31:52 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 17:18:35 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[03-Nov-2014 17:18:35 America/New_York] PHP Stack trace:
[03-Nov-2014 17:18:35 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[03-Nov-2014 17:18:35 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[03-Nov-2014 17:18:35 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[03-Nov-2014 17:18:35 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[03-Nov-2014 17:18:35 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[03-Nov-2014 17:18:35 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[03-Nov-2014 17:18:35 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[03-Nov-2014 17:18:35 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[03-Nov-2014 17:18:35 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[03-Nov-2014 17:18:35 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[03-Nov-2014 17:18:35 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[03-Nov-2014 17:18:35 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[03-Nov-2014 17:18:35 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[03-Nov-2014 17:18:35 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[03-Nov-2014 17:18:35 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[03-Nov-2014 17:18:35 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[03-Nov-2014 17:18:35 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 17:18:35 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 18:54:31 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[03-Nov-2014 18:54:31 America/New_York] PHP Stack trace:
[03-Nov-2014 18:54:31 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[03-Nov-2014 18:54:31 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[03-Nov-2014 18:54:31 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[03-Nov-2014 18:54:31 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[03-Nov-2014 18:54:31 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[03-Nov-2014 18:54:31 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[03-Nov-2014 18:54:31 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[03-Nov-2014 18:54:31 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[03-Nov-2014 18:54:31 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[03-Nov-2014 18:54:31 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[03-Nov-2014 18:54:31 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[03-Nov-2014 18:54:31 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[03-Nov-2014 18:54:31 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[03-Nov-2014 18:54:31 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[03-Nov-2014 18:54:31 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[03-Nov-2014 18:54:31 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[03-Nov-2014 18:54:31 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[03-Nov-2014 18:54:31 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[03-Nov-2014 18:54:31 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 18:54:31 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[03-Nov-2014 19:35:53 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[03-Nov-2014 19:35:53 America/New_York] PHP Stack trace:
[03-Nov-2014 19:35:53 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[03-Nov-2014 19:35:53 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[03-Nov-2014 19:35:53 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[03-Nov-2014 19:35:53 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[03-Nov-2014 19:35:53 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[03-Nov-2014 19:35:53 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[03-Nov-2014 19:35:53 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[03-Nov-2014 19:35:53 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[03-Nov-2014 19:35:53 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[03-Nov-2014 19:35:53 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[03-Nov-2014 19:35:53 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
